Name,Posterior_Mean,Posterior_Std,HDI_2.5,HDI_97.5,Interval_Width,Week
Sherri Sheperd,0.002564313654253364,0.001854278081029777,0.0002648669536608146,0.0071357489488436425,0.006870881995182828,1
Jonathan Bennett,0.002562469758564171,0.0017994494407085214,0.00029589042852420884,0.007052805594495526,0.006756915165971317,1
Ginger Zee,0.002561923167482374,0.0018392160822503741,0.00029869764679311495,0.007173200589763517,0.006874502942970402,1
Rumer Willis,0.0025589134990152483,0.0017967789632547992,0.0003222019764704354,0.0069933199844996125,0.006671118008029177,1
Charli D'Amelio,0.0025585273866324883,0.0017360764028283941,0.0003008670972591261,0.006738899791619701,0.006438032694360575,1
Ralph Macchio,0.0025567728968255345,0.0017803726992387404,0.0002991027041262096,0.006978280662900001,0.006679177958773792,1
Adam Rippon,0.0025565746038109863,0.001831324480566046,0.00031651566494358453,0.007229729916535291,0.006913214251591707,1
Elizabeth Berkley Lauren,0.00255490931011946,0.0017681710231923957,0.00031878344566950515,0.007017030489054326,0.006698247043384821,1
Toni Braxton,0.002547397158490985,0.0017701060551948585,0.00030746387812470154,0.007070578365267968,0.0067631144871432665,1
Shawn Johnson,0.0025460471344994125,0.0017785430714217351,0.00032172685216634524,0.007037074200301666,0.006715347348135321,1
Simone Biles,0.002544277179347027,0.0017669796660775695,0.0003022345655907056,0.006945764372755952,0.0066435298071652465,1
Jane Seymour,0.0025435323110163223,0.0017846933800963324,0.0002854961305292461,0.006940864085668243,0.006655367955138997,1
Tatum O'Neal,0.0025413936050241656,0.0018149868857754684,0.0002771233653324952,0.007087763705552953,0.006810640340220458,1
Jack Osbourne,0.0025396214634862517,0.001778329036561217,0.0003050720216932862,0.007163224986183205,0.006858152964489919,1
Lindsey Stirling,0.0025363907464358536,0.0018296302299679918,0.0002596976566745115,0.007032772758409634,0.006773075101735123,1
Melissa Rycroft,0.0025320413115412737,0.0018036760383422998,0.0002530174844758991,0.007137993657642834,0.006884976173166935,1
Nicole Scherzinger,0.002530622491311274,0.0018112831066403139,0.00029775435989663334,0.007209622844425986,0.006911868484529353,1
Mel B,0.002530562170569177,0.0017573883284028025,0.0003017369741601485,0.006829968708173312,0.006528231734013163,1
Joey Fatone,0.0025282963116282473,0.0017717371438861378,0.00027896769675388026,0.006943305001034813,0.006664337304280933,1
Mario,0.0025255422466713565,0.0017640082808488616,0.0003112766337408793,0.006979650382680439,0.00666837374893956,1
Alexa PenaVega,0.0025221074978450846,0.0017951927653487565,0.00029915112041264605,0.007074352856598234,0.006775201736185588,1
Debi Mazar,0.002520093424053499,0.0017930894495428468,0.00031704778277264644,0.006957395256717017,0.006640347473944371,1
Vivica A. Fox,0.0025199696858708765,0.0017948931620157958,0.0002602013132627645,0.006941829471503086,0.006681628158240321,1
Charity Lawson,0.0025188860365238817,0.0017810836975877967,0.00028022661360123776,0.006972033625002783,0.006691807011401545,1
Rick Fox,0.0025186953896702926,0.0017308353965682344,0.0003204389245471417,0.006848557394457994,0.006528118469910853,1
Maria Menounos,0.002516560742114221,0.0018081425665465267,0.0003037780665159194,0.006662729900934068,0.006358951834418148,1
Jodie Sweetin,0.0025125698920778023,0.001802108497695254,0.00029839613810022096,0.007315212211415675,0.007016816073315454,1
Riker Lynch,0.0025121333398829067,0.0017857056679636114,0.0003126680864610541,0.006959580187917745,0.006646912101456691,1
Randy Couture,0.002510104102051626,0.001810485060033151,0.0002728821507482496,0.006814963383529379,0.006542081232781129,1
Joey Graziadei,0.002509304665175425,0.0017949036875095534,0.00021824230363360345,0.0068380167200222134,0.00661977441638861,1
Chandler Kinney,0.002507359480254558,0.001803536207845119,0.0002788510518465734,0.00724605487533181,0.0069672038234852365,1
Wayne Brady,0.0025072149916938093,0.0018673059002384897,0.00025859109980689416,0.00718869842818722,0.006930107328380326,1
Gilles Marini,0.0025067894978090233,0.0018003580298206992,0.00028060379220023947,0.006943656419286534,0.006663052627086294,1
Kyle Massey,0.002504888995241694,0.0017637466271942842,0.0002784552101807731,0.006853909331361875,0.006575454121181101,1
Evan Lysacek,0.0025047493692815044,0.001791797250616581,0.00025590965009528323,0.006929478493532758,0.006673568843437475,1
Nastia Liukin,0.0025032571958193053,0.0017462246118404529,0.00030112705851987633,0.007049936432034656,0.00674880937351478,1
Donald Driver,0.002502863379002593,0.0018333191989960127,0.0002607792510539875,0.007147663635628279,0.006886884384574291,1
Jason Taylor,0.0025024565625496624,0.0018301109140887967,0.0002272300761725318,0.007061682088430783,0.006834452012258251,1
David Ross,0.002501584897918797,0.0018031377950312691,0.00023503339454666522,0.007164307905952865,0.0069292745114061995,1
James Van Der Beek,0.0024980695339461164,0.0017786177888784033,0.000301978896163748,0.007066532499646499,0.006764553603482751,1
Drew Lachey,0.0024974650859981213,0.0018262414022203125,0.00026784819443963686,0.007032634442129087,0.006764786247689451,1
Wanya Morris,0.002496913353781628,0.0018121991798092038,0.0003199347631411787,0.006921237780119279,0.0066013030169781006,1
Drew Lachey,0.0024963772057146985,0.0017408968953931002,0.00031920274600197464,0.007025441841994046,0.006706239095992071,1
Shawn Johnson,0.002495628721053044,0.001749465291501055,0.0002601121621432508,0.0067488401696957495,0.006488728007552499,1
Tinashe,0.0024950581481290143,0.0017371008510775365,0.0002738266919306876,0.0067169945106036215,0.006443167818672934,1
Stacy Keibler,0.002490984375717291,0.001818649446811779,0.00023008174487705685,0.00722116522794848,0.0069910834830714235,1
Amy Purdy,0.0024909120421559446,0.0017278037538510167,0.0002857375176688914,0.006823300387392072,0.00653756286972318,1
NeNe Leakes,0.0024898146388349935,0.0017732892905361931,0.0002111275158954178,0.007005428706727067,0.006794301190831649,1
Alexis Ren,0.002489048277840611,0.0016947543234213259,0.0002643147203977453,0.0065410655748914465,0.006276750854493701,1
Ian Ziering,0.0024875193366231726,0.0017406912714301567,0.0003142724443468706,0.006795673884827253,0.006481401440480382,1
Tommy Chong,0.0024859596977173616,0.0018120634036364943,0.0002657161800071391,0.006918831579427801,0.006653115399420662,1
Ricki Lake,0.0024850202759662257,0.0018221738869274855,0.00028669640298064307,0.006834124506684486,0.0065474281037038425,1
Joey Lawrence,0.0024844242614695655,0.0017777602449104092,0.00028223738592785506,0.007055799322731553,0.006773561936803698,1
Alexandra Raisman,0.002482915196829593,0.001786961669748953,0.0002680414474379757,0.006912334849498261,0.006644293402060285,1
Dwight Howard ,0.0024825691743473924,0.0017833878644385316,0.00026124754431331717,0.006806406963280199,0.006545159418966881,1
Marlee Matlin,0.0024823820474506966,0.0017659688459774913,0.00029902117796605515,0.007144767442934197,0.006845746264968142,1
Giselle Fernandez,0.0024820800386684454,0.0018000389761304515,0.00030192586606844356,0.006866663723127631,0.006564737857059188,1
Melissa Joan Hart,0.0024814367359966053,0.0017369204020584016,0.0003041422235074924,0.006712190413256636,0.006408048189749144,1
Priscilla Presley,0.0024814360844080522,0.0017730411024336297,0.0002967099955286681,0.006986803595617738,0.00669009360008907,1
Jake Pavelka,0.002480908678392471,0.0017964621456415496,0.00021564194982425712,0.0069803537288393915,0.006764711779015134,1
Leah Remini,0.0024804265509034717,0.0017836255074812938,0.00030606807695888344,0.0069432903692082685,0.006637222292249385,1
Sabrina Bryan,0.002480286453424846,0.0017450594017322052,0.00026948992914835876,0.006589679274251529,0.00632018934510317,1
Chynna Phillips,0.002480166640301453,0.001789703964499276,0.0002869754868207243,0.007048375411954064,0.006761399925133339,1
Tavis Smiley,0.0024783193773899393,0.0017569595234370806,0.0002694863272676309,0.006825041419144499,0.006555555091876868,1
Rashad Jennings,0.002477399711641999,0.001734546022943024,0.0003086669200966267,0.006908956218205479,0.006600289298108852,1
Hayes Grier,0.00247580360842102,0.0016757074660458753,0.00032190123382146445,0.006648160546652143,0.006326259312830679,1
Laurie Hernandez,0.0024741561423556736,0.0017395873385322848,0.0003316322207774336,0.006788205514728705,0.0064565732939512715,1
Antonio Brown,0.0024724158438838187,0.001721252083067159,0.0002779215070971976,0.00694740880482829,0.006669487297731092,1
Jack Wagner,0.002472264862104885,0.0017080463555993392,0.00027070737996789213,0.006616263685486346,0.006345556305518454,1
Sean Lowe,0.0024710655562559677,0.0018129101469972458,0.000247820538431268,0.006977984120692037,0.006730163582260769,1
Marie Osmond,0.0024682557017815347,0.0018357959387434951,0.0003078400346685105,0.007338230858873305,0.007030390824204795,1
Hilaria Baldwin,0.0024667300813714693,0.001828171184829484,0.00025424896694020363,0.00709198764646254,0.006837738679522336,1
Valerie Harper,0.0024662542307511354,0.0017618023192676024,0.0002846703441551289,0.0069249763597788545,0.006640306015623726,1
Whitney Leavitt,0.002465796033548402,0.001774617654183094,0.0002464100304381148,0.006973811161084098,0.006727401130645984,1
Heather Morris,0.002465109124193971,0.0017503637294098212,0.00025864139252004153,0.0068143571619846965,0.006555715769464655,1
Mary Lou Retton,0.0024640436861199143,0.0017471169391644768,0.00027496031532872335,0.006895851517726798,0.006620891202398074,1
Drew Carey,0.0024632836007814816,0.0018061845255531515,0.00029085926067509086,0.006928947683179476,0.006638088422504385,1
Tamar Braxton,0.0024630112638081357,0.0017584466915178097,0.00025175324514171933,0.006848658670373221,0.006596905425231502,1
Shannon Elizabeth,0.002462863129564144,0.0018059969020573514,0.0002490751232231188,0.006945612469299042,0.006696537346075923,1
Roshon Fegan,0.002462565326254847,0.0017358432340984172,0.00027578609539803103,0.006756082196025683,0.006480296100627652,1
Robert Irwin,0.0024606431485423253,0.0017496368074234217,0.00030375247551222607,0.0067858174489403,0.006482064973428074,1
Helio Castroneves,0.00246028995288279,0.0017011928286865025,0.00027684670711332956,0.006628576612295358,0.006351729905182029,1
Chuck Liddell,0.002460153693018136,0.0017418799543676788,0.0002577719955501337,0.0068878368154675984,0.006630064819917464,1
Suni Lee,0.002459777943868784,0.0017698809241926624,0.00024002941819863775,0.006948800440138643,0.006708771021940005,1
Tonya Harding,0.0024596212227835294,0.0016967492746423954,0.0002844871518337191,0.006697397452859115,0.0064129103010253955,1
Amanda Kloots,0.002459086167918901,0.0017761697925129866,0.0002910471751764936,0.007079394448282874,0.00678834727310638,1
Chelsea Kane,0.002458118419750385,0.001736513587773848,0.00027063958078717983,0.006639077657922104,0.006368438077134924,1
JoJo Siwa,0.002455300895564658,0.001712637567095499,0.0002947797374255636,0.006709343560495738,0.006414563823070174,1
David Alan Grier,0.0024551410513911636,0.0018023563581793275,0.0002505342205242753,0.007041363154374375,0.0067908289338501,1
Kim Fields,0.002453643268755876,0.001812256128965511,0.00023797520370802367,0.007077229760447897,0.006839254556739873,1
Marla Maples,0.002453334836684855,0.0017021851396218167,0.00029200403897940727,0.006584748049077618,0.006292744010098211,1
Brant Daugherty,0.0024527863924285703,0.001750322188350304,0.0003049913667733365,0.006940232685459752,0.006635241318686415,1
Melissa Gilbert,0.002451676151089787,0.001787463780398254,0.000281093486494968,0.007084661617353726,0.006803568130858758,1
Hope Solo,0.0024511583551044967,0.0017826724756184406,0.0002652722191203508,0.0071170696332415895,0.006851797414121239,1
Sailor Brinkley-Cook,0.0024508681653245827,0.0018183715512739304,0.0002649953662091348,0.007088861472012903,0.006823866105803768,1
Justina Machado,0.0024507622112244364,0.001736219852599221,0.0002783605082373291,0.007067942781789303,0.006789582273551974,1
Paige VanZant,0.002449500697755528,0.0017306714592769561,0.0002823699879727315,0.0068881641582076904,0.006605794170234959,1
Vanessa Lachey,0.002448493317334714,0.001753233767264641,0.00022895704783311652,0.00659960431628946,0.006370647268456343,1
Kaitlyn Bristowe,0.002447652354408412,0.001759490964228216,0.00028553740907687306,0.006833883364912847,0.006548345955835974,1
Willa Ford,0.002447176575007596,0.0017153328175119203,0.0003095755532312546,0.006731301409133244,0.0064217258559019896,1
Cody Linley,0.002446103220131214,0.0017847358103478743,0.0002594099633619314,0.00713907441527313,0.006879664451911198,1
Daniel Durant,0.0024441555348188072,0.0018583531713289012,0.0002625306179350989,0.007358033938497943,0.007095503320562845,1
Kellie Pickler,0.002442786608585352,0.0017505420315587837,0.0002474040894239311,0.006824303901309153,0.006576899811885221,1
Laila Ali,0.0024416545509936788,0.0016875903425893346,0.0003041814868653185,0.0067689494370550655,0.006464767950189747,1
Rachel Hunter,0.002441630010136579,0.0017389160405677474,0.0002665520510299677,0.006858539471352556,0.006591987420322589,1
Skai Jackson,0.0024414914599324047,0.00175098991642689,0.0002471707944075096,0.006908361211337285,0.006661190416929775,1
Juan Pablo Di Pace,0.00244141821974311,0.0017252768005538125,0.0003123294343224562,0.006805604646765257,0.0064932752124428,1
Jason Mraz,0.002439977788521862,0.0017401913862887856,0.0002786646346978688,0.00675414382401655,0.0064754791893186815,1
Andy Grammer,0.002439075403513117,0.0017274420657652412,0.0002564522893623052,0.0068689608621912614,0.006612508572828957,1
Kirstie Alley,0.0024386329650255283,0.0016855360162248481,0.0002963903115924791,0.006599814918705288,0.006303424607112809,1
Christina Milian,0.0024367928321512152,0.001709767355792487,0.0002615042961141427,0.0065648834285860725,0.00630337913247193,1
Jamie Anderson,0.0024367389668035915,0.0018120319195087456,0.0002720325010000898,0.00736757926548122,0.007095546764481131,1
Cameron Mathison,0.002435852118600291,0.0017614637024035236,0.0002895765619739827,0.006771520756150383,0.0064819441941764006,1
Terra Jole,0.0024350420883688115,0.0017144950636480021,0.0002883423573981452,0.006799108494083135,0.00651076613668499,1
Dorothy Hamill,0.0024343762220606253,0.0018308405023735564,0.00026704791912054776,0.007050780293659622,0.006783732374539074,1
John Schneider,0.002434249749659309,0.0017964043124442444,0.0002494815992721862,0.007081315005485417,0.006831833406213231,1
Tia Carrere,0.002432433253590704,0.001765577838092562,0.0002768486860710876,0.0066953619370645895,0.006418513250993502,1
Warren Sapp,0.0024320993741267652,0.0017311181385283225,0.00026209590443637606,0.007032665482480115,0.006770569578043739,1
Jennie Finch Daigle,0.0024308163507595986,0.0016824404403971822,0.00023545745163193815,0.0064992437239641924,0.006263786272332254,1
Robert Herjavec,0.0024307597936745694,0.0017511676851989914,0.00024392598810323482,0.006792043839059558,0.006548117850956324,1
Janel Parrish,0.0024279101168674486,0.0017338373247283922,0.00030281731518469956,0.006874643572578575,0.0065718262573938755,1
Christine Chiu,0.002425612641454311,0.0017605292712170003,0.00027150049309703666,0.006858976961700637,0.0065874764686036005,1
Stephen Nedoroscik,0.00242391358292729,0.0017529351988593877,0.00027500919051621906,0.006777509700000316,0.006502500509484097,1
Apolo Anton Ohno,0.0024223685819620678,0.0017009062520239638,0.00027207265158600785,0.0066782749136756895,0.006406202262089681,1
J.R. Martinez,0.0024222730314144487,0.001684279983491609,0.0002666417211876485,0.006809437758872716,0.006542796037685068,1
Selma Blair,0.0024194954848539845,0.0017834154515227775,0.00026067981457490903,0.007014668020573431,0.006753988205998522,1
Shangela,0.0024161147261522594,0.0018236926632368337,0.0002489330159939931,0.00701095544603553,0.006762022430041537,1
Melanie C,0.002415710430066437,0.0017932560547642242,0.00025903678281576667,0.006987748928830862,0.006728712146015095,1
Chris Mazdzer,0.0024157014312115774,0.0017261214255535073,0.00024108128716045105,0.006616995856024086,0.006375914568863635,1
Nikki Bella,0.00241565731002871,0.0017592486343759376,0.00023309430103490584,0.006833996197225871,0.006600901896190965,1
Monique Coleman,0.0024143146609131184,0.0016912668630440755,0.00024319804963095513,0.006630916306069257,0.006387718256438303,1
Pamela Anderson,0.0024138963785386926,0.0018026615443107285,0.00025347561617002713,0.0069835833008161045,0.006730107684646078,1
Nancy McKeon,0.002413862671209147,0.0017872864950708878,0.00026754019718657575,0.0068146482407766395,0.006547108043590064,1
Macy Gray,0.002413707439833898,0.0018104414106143408,0.00024265603931826238,0.007025062224637292,0.00678240618531903,1
Albert Reed,0.0024132194885783244,0.0016679954357737194,0.0002787979923855587,0.006653314957536709,0.00637451696515115,1
Wayne Newton,0.0024131603844263698,0.0017619874601912456,0.00023634248551750902,0.006749896991714737,0.006513554506197229,1
Arike Ogunbowale,0.0024119178200505504,0.0017113395402453342,0.0002739086153796941,0.006676088268977052,0.006402179653597358,1
Phaedra Parks,0.0024119167054047256,0.0017191765693548,0.0002360925365539403,0.006599006118224961,0.006362913581671021,1
Alix Earle,0.002411652543190842,0.001730767032005121,0.00025299322020599387,0.006622481854751587,0.006369488634545593,1
Jordan Fisher,0.0024108009305298357,0.001750821042463418,0.0002444399092186983,0.006673386021006064,0.0064289461117873654,1
Gabby Windey,0.0024080513992702944,0.001704054536908195,0.0002574603924401984,0.006505003336866531,0.006247542944426332,1
Marilu Henner,0.002407971128383195,0.001706695324291575,0.0002549553725588682,0.006845354553595191,0.0065903991810363225,1
Meryl Davis,0.0024073562042180607,0.0017107450506878667,0.00026685926666250267,0.006743354163638677,0.006476494896976175,1
Tom DeLay,0.002404228133342074,0.0017375214502535477,0.0002451935098751632,0.006903633313817267,0.006658439803942103,1
Cody Simpson,0.002404187356429814,0.0016782128517247757,0.00030838470342929743,0.006585178373138394,0.0062767936697090965,1
Jennie Garth,0.0024035720155439607,0.001700052787152822,0.00028557255295650583,0.006745957066264997,0.006460384513308492,1
Jordin Sparks,0.002403284508829183,0.0017114369473492065,0.0002962225379187106,0.007137960442301158,0.006841737904382447,1
Maurice Greene,0.0023997285977314796,0.0017409638632973215,0.00024304530176889983,0.00665478940481706,0.00641174410304816,1
Nancy Kerrigan,0.0023995548653892853,0.001800926523397938,0.00027755305267388613,0.007064736354100202,0.006787183301426316,1
Cristian de la Fuente,0.0023975296634278225,0.0017380205038547557,0.00025830347613249274,0.006645115435913416,0.006386811959780923,1
Misty May-Treanor,0.00239709173851799,0.0017039269032097049,0.00024488307031946064,0.006824416281258851,0.00657953321093939,1
Ingo Rademacher,0.0023954489508199246,0.001730455452471004,0.00023217312238669557,0.00666253759978139,0.006430364477394694,1
Milo Manheim,0.0023925548464700155,0.0016624440648227731,0.000266088648967765,0.006482994550476764,0.0062169059015089985,1
Joey McIntyre,0.0023923212422328807,0.0017332360572056226,0.0002550726870680474,0.006827665513526433,0.006572592826458386,1
Lance Bass,0.0023921370643382486,0.0016813053973664769,0.00025477261914778025,0.0065316738921760075,0.006276901273028227,1
Jerry Rice,0.002391503937843806,0.0017152856062906299,0.00024393916975887678,0.00667176042304948,0.006427821253290603,1
Erin Andrews,0.002391389548520922,0.0016938781015679017,0.00028475393311771,0.00669424213905802,0.00640948820594031,1
Michael Sam,0.0023902110634215616,0.0016841089873557299,0.00026545506023671324,0.006786111612843124,0.006520656552606411,1
Petra Nemcova,0.0023898493537853,0.0017831045242563328,0.0002355869185578099,0.007087560962845378,0.006851974044287568,1
Apolo Anton Ohno,0.002389213594988846,0.0017201861104037225,0.00025373543729807595,0.0069856030584100805,0.006731867621112005,1
Noah Galloway,0.002386513707388193,0.001771433590156536,0.0002656860268856251,0.006698577597861532,0.006432891570975907,1
Ashley Hamiliton,0.002386405465523346,0.001827772959470663,0.0002637043323024524,0.007044930865411181,0.006781226533108729,1
Elaine Hendrix,0.0023851964858704025,0.0018089237894916318,0.0002568238281449223,0.006989345795848808,0.006732521967703886,1
Bobby Bones,0.0023847274051062763,0.0016829402212822622,0.0002543470263021852,0.006461928234440758,0.0062075812081385726,1
Joey Fatone,0.0023846572264803923,0.0017434413169886457,0.00026088425309764963,0.006693123253624767,0.006432239000527117,1
Lisa Vanderpump,0.002384351707617731,0.0017869702236248627,0.00023736422417389182,0.006861204061532293,0.006623839837358402,1
Melissa Rycroft,0.002382614704562895,0.001715059510226144,0.0002672248818587226,0.0069199904768822654,0.006652765595023543,1
Alek Skarlatos,0.002382587602632017,0.0017090869404374066,0.00026646534536885273,0.006754652638929328,0.006488187293560475,1
Ariana Madix,0.0023809246932294664,0.0017034485688144985,0.0002513315789455599,0.006728646346586762,0.006477314767641203,1
Frankie Muniz,0.0023790577602112823,0.0017657039926321655,0.0002330671667867024,0.006927698849700818,0.006694631682914115,1
Gavin DeGraw,0.0023777696654605383,0.001664644459627583,0.00023619861104174226,0.006457113432286172,0.006220914821244429,1
Michael Irvin,0.0023758710623272153,0.00168860131779956,0.0003061476035021991,0.0067940477305002646,0.006487900126998065,1
Amber Rose,0.002375223052702324,0.0017324447111774033,0.0002519491430605007,0.006657044931231692,0.006405095788171191,1
Monica Aldama,0.0023740388479123226,0.001736337556948159,0.00019447645357944222,0.006600312455477805,0.006405836001898363,1
Matt James,0.002373711515587117,0.001813644028674332,0.00022915985339427757,0.006936923009153344,0.0067077631557590665,1
Chris Soules,0.0023719759468763812,0.0017016861520386074,0.00026349215838521845,0.006623573000084966,0.006360080841699747,1
Lauren Jauregui,0.0023715467092051464,0.0017223505076206637,0.00026803970427381236,0.006682923538321681,0.006414883834047869,1
Bristol Palin,0.002371437409808179,0.0017651566536113497,0.0002523427075791822,0.006884465714634945,0.006632123007055763,1
Lele Pons,0.00237003804491305,0.0016983952555588262,0.00024107567134830856,0.006552911812798934,0.006311836141450625,1
Nev Schulman,0.0023700074618992657,0.0017016233865279962,0.00024313177018851412,0.006490976106457733,0.006247844336269219,1
Lisa Rinna,0.002368582504273107,0.0017154786580167109,0.00023697930979463353,0.006822261378348373,0.0065852820685537395,1
Diana Nyad,0.00236787479035322,0.0017470451405499404,0.00023325616763796307,0.006672384132173314,0.006439127964535351,1
Heather Mills,0.0023674364906782043,0.001746014372356293,0.00022829612321401723,0.0066478237345857704,0.006419527611371753,1
Normani,0.002367418702129553,0.0017281140381741902,0.0002564315439284926,0.006667734046947983,0.0064113025030194904,1
John O'Hurley,0.0023659251170708062,0.001701750532565565,0.0002628492285349199,0.006660280008807048,0.006397430780272128,1
Michael Waltrip,0.002365057917274597,0.0017302752767615014,0.0002710875478438065,0.006989729986165699,0.006718642438321892,1
Erika Jayne,0.0023637980264950027,0.001779632424852698,0.0002227503563428433,0.007200923943166079,0.006978173586823236,1
David Arquette,0.0023631025307602753,0.001738742652693266,0.0002537009084747999,0.006885590262569113,0.006631889354094313,1
Von Miller,0.0023598817090343537,0.001667518427463059,0.00027255786548183826,0.006395031309600747,0.006122473444118908,1
Brooks Nader,0.0023585684150103075,0.001691460848948171,0.0002570696709877403,0.006593403170015062,0.006336333499027322,1
Danny Amendola,0.0023568952125254186,0.0017468503461447334,0.00024061278058912534,0.006975283323693911,0.006734670543104785,1
Romeo,0.0023553103954926384,0.0017412776054386862,0.00027637906320560697,0.00682057377600429,0.0065441947127986835,1
Martina Navratilova,0.0023533172534740184,0.0017641395646608713,0.0002378326302174815,0.006570301658626062,0.0063324690284085805,1
Victor Ortiz,0.0023524434091809583,0.0017092493368891125,0.0002626154443274094,0.006676659249966779,0.006414043805639369,1
Chuck Wicks,0.002351583891801776,0.001746266087721472,0.00024189978243356302,0.006684840206195591,0.006442940423762028,1
Kristin Cavallari,0.002351079103673731,0.0017474839633934017,0.00025136367538214675,0.006792008613950174,0.006540644938568027,1
James Maslow,0.002350425744129662,0.0017316506390737628,0.0002151382686490265,0.006676554261713689,0.0064614159930646625,1
