celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_count,week1_total,week1_weighted_avg,week2_judge_count,week2_total,week2_weighted_avg,week3_judge_count,week3_total,week3_weighted_avg,week4_judge_count,week4_total,week4_weighted_avg,week5_judge_count,week5_total,week5_weighted_avg,week6_judge_count,week6_total,week6_weighted_avg,week7_judge_count,week7_total,week7_weighted_avg,week8_judge_count,week8_total,week8_weighted_avg,week9_judge_count,week9_total,week9_weighted_avg,week10_judge_count,week10_total,week10_weighted_avg,week11_judge_count,week11_total,week11_weighted_avg,week1_normalized,week2_normalized,week3_normalized,week4_normalized,week5_normalized,week6_normalized,week7_normalized,week8_normalized,week9_normalized,week10_normalized,week11_normalized,Regime,week1_rank,week2_rank,week3_rank,week4_rank,week5_rank,week6_rank,week7_rank,week8_rank,week9_rank,week10_rank,week11_rank,technical_rank,survival_weeks,elimination_deviation,JFG_index,week1_inferred_votes,week1_votes_std,week2_inferred_votes,week2_votes_std,week3_inferred_votes,week3_votes_std,week4_inferred_votes,week4_votes_std,week5_inferred_votes,week5_votes_std,week6_inferred_votes,week6_votes_std,week7_inferred_votes,week7_votes_std,week8_inferred_votes,week8_votes_std,week9_inferred_votes,week9_votes_std,week10_inferred_votes,week10_votes_std,week11_inferred_votes,week11_votes_std
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,16.145059614277987,5.381686538092662,3,15.142878101812135,5.047626033937378,3,16.145059614277987,5.381686538092662,3,22.20221085500284,7.400736951667613,3,21.20002934253699,7.06667644751233,3,15.142878101812135,5.047626033937378,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,40.362649035694965,37.85719525453034,40.362649035694965,55.505527137507094,53.00007335634247,37.85719525453034,0.0,0.0,0.0,0.0,0.0,Regime B,12.0,11.0,9.0,5.0,7.0,7.0,7.0,6.0,5.0,4.0,1.0,6.7272727272727275,6,-2.0,-0.259022779391794,630196.8906624471,90136.86327274684,637724.8739183684,116753.6836260591,595640.2245923474,102181.58220197161,564801.5513996284,133988.6437648283,648056.0651698227,162112.95027199297,645929.9998132836,141303.5182694761,,,,,,,,,,
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.672185630308952,6.2240618767696505,3,21.20002934253699,7.06667644751233,3,21.20002934253699,7.06667644751233,3,24.228604962899418,8.076201654299807,3,22.201493158805768,7.400497719601923,3,23.227141146630636,7.742380382210212,3,24.228604962899418,8.076201654299807,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,46.680464075772385,53.00007335634247,53.00007335634247,60.57151240724854,55.50373289701442,58.06785286657659,60.57151240724854,0.0,0.0,0.0,0.0,Regime B,9.0,4.0,6.0,3.0,5.0,4.0,4.0,6.0,5.0,4.0,1.0,4.636363636363637,7,-3.0,0.46260585772333995,697678.7298104453,126493.34698178516,633760.6266795069,107925.88357433115,703195.6881693752,101965.12207584768,685725.8542778299,103889.134820216,723971.0673177415,155343.85519672444,664959.8029163028,127743.85794735108,684841.1675272199,169028.0235215761,,,,,,,,
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,3,20.68756419672309,6.89585473224103,3,21.20002934253699,7.06667644751233,3,21.20002934253699,7.06667644751233,3,23.226423450433565,7.742141150144522,3,28.259362095727695,9.419787365242565,3,23.227141146630636,7.742380382210212,3,22.20221085500284,7.400736951667613,3,24.228604962899418,8.076201654299807,3,23.21540790895113,7.7384693029837095,0,0.0,0.0,0,0.0,0.0,51.718910491807726,53.00007335634247,53.00007335634247,58.066058626083915,70.64840523931923,58.06785286657659,55.505527137507094,60.57151240724854,58.03851977237782,0.0,0.0,Regime B,6.0,4.0,6.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,9,-2.0,0.31773446878725015,750616.2662921029,128750.25433471284,785498.471510755,136728.54097062515,807140.2664580245,186111.0275621804,785505.5879976244,200377.81068480862,793606.6816802716,187925.39610837036,854609.5880596631,134965.79126596256,787041.2715392921,152795.34615981136,821670.3777424144,119898.08794687137,839270.2302984279,190570.19800709785,,,,
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,6.5,7.5,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,21.21140373211796,7.070467910705987,3,21.20002934253699,7.06667644751233,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,53.0285093302949,53.00007335634247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,5.0,4.0,10.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,1.0,6.2727272727272725,2,-6.0,-0.10554808619038375,619403.9795300149,110159.03133485,693553.7030640879,129675.89955781739,,,,,,,,,,,,,,,,,,
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.685741532355777,6.5619138441185925,3,19.173635234640415,6.391211744880138,3,24.228604962899418,8.076201654299807,3,20.19784783007114,6.732615943357047,3,27.257180583261842,9.08572686108728,3,21.20002934253699,7.06667644751233,3,25.25353525452721,8.417845084842403,3,24.228604962899418,8.076201654299807,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,49.21435383088944,47.93408808660104,60.57151240724854,50.49461957517784,68.14295145815461,53.00007335634247,63.13383813631803,60.57151240724854,0.0,0.0,0.0,Regime B,7.0,8.0,3.0,8.0,3.0,6.0,2.0,4.0,5.0,4.0,1.0,4.636363636363637,8,-3.0,0.21663577620632044,668565.5467462534,129970.14291226582,626895.5358012526,147403.19977522566,633773.6451911981,132582.18819090523,737296.4780553576,128726.66109020042,692718.1701414617,154749.0025272883,767030.9682220567,103982.62712927752,696061.2383651568,161212.47283695397,710213.1405025723,134411.78098028584,,,,,,
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,3,21.70076125067138,7.2335870835571265,3,24.228604962899418,8.076201654299807,3,25.230786475365267,8.410262158455089,3,22.20221085500284,7.400736951667613,3,25.2300687791682,8.4100229263894,3,25.25353525452721,8.417845084842403,3,21.20002934253699,7.06667644751233,3,27.24580619368087,9.081935397893623,3,24.729695719132344,8.243231906377448,3,27.76964572907574,9.25654857635858,0,0.0,0.0,54.25190312667845,60.57151240724854,63.07696618841317,55.505527137507094,63.075171947920495,63.13383813631803,53.00007335634247,68.11451548420217,61.824239297830864,69.42411432268936,0.0,Regime B,3.0,1.0,2.0,5.0,4.0,3.0,6.0,2.0,3.0,2.0,1.0,2.909090909090909,10,-1.0,0.5820206498741426,644462.8596886247,128559.90993296933,684357.5195757129,116554.89870346211,679325.0151076016,176003.9201525319,737406.4777256543,150889.21759568027,731825.8039565629,120452.50916653241,769860.5669259328,88976.4380823634,710215.26408979,147729.33782176365,640011.1677123022,107906.22032647095,732450.70660763,134242.00621957655,733064.6929723298,122644.16796821565,,
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,4.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,12.114302481449709,4.038100827149903,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,30.28575620362427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,13.0,12.0,10.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,1.0,7.7272727272727275,1,0.0,-1.6061837133092518,522004.25206243637,105720.2864008052,,,,,,,,,,,,,,,,,,,,
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,7.5,7.0,8.0,,7.0,8.0,8.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,22.702583915038694,7.5675279716795645,3,23.226423450433565,7.742141150144522,3,22.20221085500284,7.400736951667613,3,22.201493158805768,7.400497719601923,3,22.201493158805768,7.400497719601923,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,56.75645978759674,58.066058626083915,55.505527137507094,55.50373289701442,55.50373289701442,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,2.0,3.0,4.0,7.0,5.0,8.0,7.0,6.0,5.0,4.0,1.0,4.7272727272727275,5,-6.0,0.35263193641337187,770215.1354163925,91716.47742627433,734037.8834702354,140447.56714452218,803531.3708835746,206391.60524118453,792466.8614171522,165237.9769550258,805817.1086576123,126831.10885841581,,,,,,,,,,,,
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,3,21.677653623410897,7.225884541136966,3,20.175099050909196,6.725033016969732,3,22.20221085500284,7.400736951667613,3,26.232250291634045,8.744083430544682,3,21.20002934253699,7.06667644751233,3,27.257180583261842,9.08572686108728,3,25.207320000006256,8.402440000002086,3,25.218694389587228,8.406231463195743,3,28.760094003862083,9.586698001287361,3,27.75791249139623,9.252637497132076,0,0.0,0.0,54.19413405852724,50.43774762727299,55.505527137507094,65.58062572908511,53.00007335634247,68.14295145815461,63.018300000015635,63.04673597396807,71.9002350096552,69.39478122849057,0.0,Regime B,4.0,7.0,4.0,1.0,7.0,1.0,3.0,3.0,1.0,3.0,1.0,3.1818181818181817,10,-2.0,0.5961959767683076,771759.3811989232,153114.64114674917,884723.105455154,148148.6493296873,740515.3587062361,154415.53451962987,848948.2566830267,145142.93345781552,889507.6882629299,153224.1236817192,827578.4193357619,146869.87171318618,872116.115400229,149264.43622543185,881009.2739437616,165886.90420149645,807657.9522577279,135546.65500936858,901242.6956477615,194986.73750056388,,
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,6.0,6.5,6.0,,6.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.68391886798846,6.227972955996154,3,17.16998990590578,5.72332996863526,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,46.709797169971154,42.92497476476445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,8.0,9.0,10.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,1.0,7.0,2,-3.0,-0.5937975440605289,719986.4617397902,124721.72220476145,721581.8121978344,118226.58148817711,,,,,,,,,,,,,,,,,,
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,6.0,5.5,6.0,,5.0,6.0,5.0,,7.0,7.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,17.658988576360663,5.886329525453554,3,16.16780839343993,5.389269464479977,3,20.19856552626821,6.7328551754227375,3,18.17145372217456,6.057151240724854,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,44.14747144090166,40.419520983599824,50.49641381567053,45.428634305436404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,11.0,10.0,8.0,9.0,9.0,8.0,7.0,6.0,5.0,4.0,1.0,7.090909090909091,4,-1.0,-0.3862495466461837,648931.7427635097,158710.8984201267,643434.3475413183,107027.03671103063,614223.3246460967,104727.31066457235,675269.6058533617,116292.01485136016,,,,,,,,,,,,,,
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,3,24.72933687103381,8.243112290344603,3,24.228604962899418,8.076201654299807,3,28.28211087488964,9.42737029162988,3,26.232250291634045,8.744083430544682,3,29.260825911996474,9.753608637332158,3,26.278465546155005,8.759488515385002,3,30.28575620362427,10.095252067874757,3,27.74653810181526,9.24884603393842,3,24.741070108713316,8.247023369571105,3,30.28575620362427,10.095252067874757,0,0.0,0.0,61.823342177584514,60.57151240724854,70.7052771872241,65.58062572908511,73.15206477999119,65.69616386538752,75.71439050906068,69.36634525453815,61.85267527178328,75.71439050906068,0.0,Regime B,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.1818181818181819,10,0.0,1.0129766284778696,718550.3994692919,141660.99625721862,764899.8278630984,136082.58049335866,761039.0196499449,111920.67418127258,713602.969931925,148987.53182042963,810605.4144275474,161663.79064287138,788555.0592284335,214218.79245640026,773372.1648923133,179231.56570815202,771848.1751187065,166682.48960190566,848961.4736680109,145214.33629123034,766412.4694267398,129815.8783500824,,
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,3,24.228604962899418,8.076201654299807,3,27.257180583261842,9.08572686108728,3,27.257180583261842,9.08572686108728,3,30.28575620362427,10.095252067874757,3,29.260825911996474,9.753608637332158,3,26.232250291634045,8.744083430544682,3,27.257180583261842,9.08572686108728,3,27.75791249139623,9.252637497132076,3,28.259003247629156,9.419667749209719,3,30.28575620362427,10.095252067874757,3,29.283933539256953,9.761311179752317,60.57151240724854,68.14295145815461,68.14295145815461,75.71439050906068,73.15206477999119,65.58062572908511,68.14295145815461,69.39478122849057,70.64750811907288,75.71439050906068,73.20983384814238,Regime B,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,1.7272727272727273,11,-1.0,0.9315674804059418,738451.9471077553,121759.19869331675,785654.2083441585,90777.393570025,772691.4434978052,136527.38688289854,830994.1109213592,163474.86330595327,822825.0889387951,183029.03387287693,794739.0109625178,176235.21541915988,787429.1233007502,170275.06191611322,780763.9951147267,177571.07062384486,867824.4268968969,206922.90863219008,860044.5203153528,163338.87960011602,818731.9869724967,138255.81183629573
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,6.0,6.0,6.0,,7.0,7.0,7.0,,5.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,18.17145372217456,6.057151240724854,3,21.20002934253699,7.06667644751233,3,16.16780839343993,5.389269464479977,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,45.428634305436404,53.00007335634247,40.419520983599824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,7.0,5.0,10.0,12.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,7.545454545454546,3,-7.0,-0.5433189639126086,670662.6424687466,147705.8482602371,730792.6238785615,120387.76789119594,764753.6510352703,142147.49517930057,,,,,,,,,,,,,,,,
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,6.0,7.0,6.0,,6.0,5.0,6.0,,8.0,8.0,8.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,19.19638401380236,6.398794671267453,3,17.146523430546765,5.715507810182255,3,24.228604962899418,8.076201654299807,3,22.20221085500284,7.400736951667613,3,22.224959634164783,7.408319878054928,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,47.990960034505896,42.86630857636691,60.57151240724854,55.505527137507094,55.56239908541196,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,6.0,11.0,5.0,6.0,6.0,9.0,8.0,7.0,6.0,5.0,4.0,6.636363636363637,5,-4.0,-0.10089953614884908,672245.6113263459,112620.3747882843,684202.7780292294,141196.92628470712,599829.48410033,126489.7786687606,755910.1218383007,164191.9306713877,700979.1047569304,126650.361942707,,,,,,,,,,,,
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,7.0,5.0,7.0,,6.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,16.145059614277987,5.381686538092662,3,20.175099050909196,6.725033016969732,3,20.175099050909196,6.725033016969732,3,19.1501687592814,6.383389586427133,3,20.19784783007114,6.732615943357047,3,22.201493158805768,7.400497719601923,3,21.20002934253699,7.06667644751233,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,40.362649035694965,50.43774762727299,50.43774762727299,47.8754218982035,50.49461957517784,55.50373289701442,53.00007335634247,0.0,0.0,0.0,0.0,Regime B,11.0,7.0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,5.0,4.0,7.0,7,-1.0,-0.1384705574945172,594070.2508639605,112383.83015285488,588256.8310979143,121934.22728726795,626718.5859922922,109208.38021998694,581651.499319073,118715.75144667435,582031.1708320414,72107.01116612132,650991.3769283767,108189.46279388665,710779.3519080475,153613.92700179078,,,,,,,,
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,5.0,4.0,5.0,,7.0,6.0,7.0,,8.0,8.0,7.0,,9.0,8.0,8.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,0.0,0.0,0.0,,3,14.117947810184338,4.705982603394779,3,20.175099050909196,6.725033016969732,3,23.227141146630636,7.742380382210212,3,25.230786475365267,8.410262158455089,3,21.20002934253699,7.06667644751233,3,18.17145372217456,6.057151240724854,3,24.228604962899418,8.076201654299807,3,26.232250291634045,8.744083430544682,3,23.2267822985321,7.742260766177367,3,24.228604962899418,8.076201654299807,0,0.0,0.0,35.29486952546085,50.43774762727299,58.06785286657659,63.07696618841317,53.00007335634247,45.428634305436404,60.57151240724854,65.58062572908511,58.06695574633025,60.57151240724854,0.0,Regime B,12.0,7.0,6.0,4.0,7.0,7.0,6.0,3.0,5.0,4.0,4.0,5.909090909090909,10,-1.0,0.30905805256293784,639671.0078672947,151458.695151908,564020.8963222497,121473.77154626859,741711.5806076577,130435.27259078824,655268.4073767171,145263.1024285565,719365.4587758427,123404.4015635995,675560.3831961907,119238.96216431321,630286.4705604074,148048.92103634108,694097.0760685119,94278.64123918953,772470.8742493952,131555.1093509022,699465.534267869,149498.46179728565,,
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,8.0,8.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,9.0,8.0,9.0,,9.5,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,3,23.227141146630636,7.742380382210212,3,24.228604962899418,8.076201654299807,3,27.257180583261842,9.08572686108728,3,25.2300687791682,8.4100229263894,3,26.232250291634045,8.744083430544682,3,26.25499907079599,8.751666356931997,3,28.25864439953062,9.419548133176873,3,26.232250291634045,8.744083430544682,3,28.259003247629156,9.419667749209719,3,28.259003247629156,9.419667749209719,3,30.28575620362427,10.095252067874757,58.06785286657659,60.57151240724854,68.14295145815461,63.075171947920495,65.58062572908511,65.63749767698998,70.64661099882656,65.58062572908511,70.64750811907288,70.64750811907288,75.71439050906068,Regime B,2.0,3.0,1.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.3636363636363638,11,0.0,0.7659652222580892,680174.4181979925,151671.80204919088,747128.6610844319,167316.67589654398,844948.3218817646,190089.64584416698,784887.9172271665,188949.14897854213,729113.6395585499,135901.16867732993,721916.6975436587,151671.03698540895,787954.2662704454,164721.71457624118,791280.2862506448,149037.70527420443,732198.9889961411,171470.51859020843,874864.9614906398,176862.50230359967,776328.1100357501,189258.2276551862
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,5.0,4.0,4.0,,6.0,5.0,6.0,,4.0,3.0,3.0,,4.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,13.116483993915558,4.372161331305186,3,17.146523430546765,5.715507810182255,3,10.087908373553132,3.3626361245177105,3,12.114302481449709,4.038100827149903,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,32.79120998478889,42.86630857636691,25.219770933882828,30.28575620362427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,13.0,11.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,8.727272727272727,4,1.0,-1.0847153367719677,539727.3997043236,95662.86615977158,426375.5804685623,101845.01221557279,500661.11443600355,85257.4188555349,401691.1628296363,70863.1199106356,,,,,,,,,,,,,,
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,6.0,6.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,17.16998990590578,5.72332996863526,3,18.17145372217456,6.057151240724854,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,42.92497476476445,45.428634305436404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,9.0,9.0,13.0,12.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,8.363636363636363,2,-4.0,-0.636502393132869,736624.8778678363,157014.57193094766,689513.3809632419,166365.69226470892,,,,,,,,,,,,,,,,,,
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,6.0,7.0,7.0,,6.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,7.0,,7.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,20.19784783007114,6.732615943357047,3,20.19784783007114,6.732615943357047,3,23.20367467127162,7.734558223757207,3,22.20221085500284,7.400736951667613,3,23.226423450433565,7.742141150144522,3,23.20367467127162,7.734558223757207,3,27.257180583261842,9.08572686108728,3,25.742892773080634,8.580964257693545,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,50.49461957517784,50.49461957517784,58.00918667817905,55.505527137507094,58.066058626083915,58.00918667817905,68.14295145815461,64.35723193270158,0.0,0.0,0.0,Regime B,5.0,6.0,7.0,6.0,5.0,5.0,3.0,5.0,6.0,5.0,4.0,5.181818181818182,8,-3.0,0.18302251557022675,822568.5192751643,162056.22670254493,837361.3175749441,135855.1199242584,798736.1608312859,108701.47497157227,807702.4983418058,121974.89592305566,755623.9972254387,145743.37378285115,855305.7670092068,149381.53136346035,829720.6226009424,151328.8930038246,898051.6359950367,144393.66032996975,,,,,,
